numdevo|item|descrip|cantidad|factura|importe|precio
DV000676|0K3Y0-11SA0-100|JGO. PISTON KIA RIO 1.5 0.40 (100)|2.0000||0.0000|75.0000
DV000674|54813-3E000|BUJE BARRA ESTABILIZADORA SORENTO 3|4.0000||0.0000|2.9500
DV000677|KITSPORT020|KIT PISTON Y ANILLO SPORTAGE 2.7 0.|1.0000||0.0000|142.1300
DV000678|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|1.0000||0.0000|16.1600
DV000679|KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.2|1.0000||0.0000|67.4000
DV000680|23120-02570-K|ENGRANAJE CIGUENAL PICANTO|1.0000||0.0000|6.4400
DV000681|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|11.2400
DV000682|25631-23501-SE|CARCAZA TERMOSTATO TUCSON SUP. CORT|1.0000||0.0000|8.0000
DV000683|25310-1C200|RADIADOR GETZ 1.3 TM|1.0000||0.0000|109.3000
DV000684|KITPISRIO-040|KIT PISTON Y ANILLO KIA RIO 1.5 0.4|2.0000||0.0000|95.9700
DV000685|24355-3E000|VALVULA OCV IZQ SANTA FE 2007-2009|1.0000||0.0000|62.4600
DV000685|24356-3E000|VALVULA OCV DER SANTA FE 2007-2009|1.0000||0.0000|62.4600
DV000686|57100-4A650-SE|BOMBA DIRECCION H1 07 SEONG|1.0000||0.0000|114.2500
DV000687|58510-2E100-SE|BOMBA FRENO KIA SPORTAGE 2.7 SEONG|1.0000||0.0000|45.5700
DV000688|58129-44010|DISCO FRENO HYUNDAI H100 25CM 94 EN|2.0000||0.0000|28.5500
DV000689|28164-3C100-SEO|SENSOR MAF SONATA 3.3/STA FE 2.7/OP|1.0000||0.0000|41.1200
DV000690|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|11.8300
DV000691|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|16.1600
DV000692|41700-4A101-SE|BOMBIN CLUTCH INF H1 2007 CORREA|1.0000||0.0000|15.6400
DV000693|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|11.5000
DV000694|94460-22020-SEO|FLOTANTE GASOLINA ACCENT SEONG|1.0000||0.0000|15.8000
DV000695|23060-3C202|JGO. CONCHA BIELA SONATA 3.3 STD|1.0000||0.0000|27.3200
DV000696|23111-25210|CIGUENAL HYUNDAI H1 09 CADENA|1.0000||0.0000|179.9100
DV000697|27301-37120|BOBINA ENCENDIDO KIA SPORTAGE 2.7|1.0000||0.0000|69.0300
DV000698|41421-28000-OEM|COLLARIN ACCENT/GETZ KP|1.0000||0.0000|8.2400
DV000699|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|21.0000
DV000700|24100-26601-SEO|ARBOL LEVA ADM. HYUNDAI GETZ 1.6|1.0000||0.0000|0.0000
DV000701|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|3.0000||0.0000|11.5000
DV000702|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|16.1600
DV000703|39180-23910-K|SENSOR POSICION CIGUENAL TUCSON/ELA|1.0000||0.0000|21.2900
DV000704|23510-26030-SEO|BRAZO BIELA HYUNDAI ACCENT / GETZ /|1.0000||0.0000|16.5000
DV000705|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|22.7400
DV000706|21830-1C370-KP|BASE CAJA LH HYUNDAI GETZ KP|1.0000||0.0000|32.2000
DV000707|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|20.9800
DV000708|24410-38001-SEO|TENSOR HIDRAULICO HYUNDAI H1 07 SEO|1.0000||0.0000|10.0000
DV000709|21020-23340-025|JGO. CONCHA BANCADA TUCSON 0.10 (0,|1.0000||0.0000|14.6300
DV000711|24350-3C100|ENGRANAJE CVVT SONATA 3.3/ SORENTO|1.0000||0.0000|88.0000
DV000712|0K60C-23-570|FILTRO GASOIL KIA PREGIO 3.0/H100|1.0000||0.0000|9.6700
DV000713|24410-23770-DHM|TENSOR CADENA TUCSON|1.0000||0.0000|28.4700
DV000714|25100-22032-SEO|BOMBA AGUA HYUNDAI TUCSON SEONG|1.0000||0.0000|22.5900
DV000715|41700-4A101|BOMBIN CLUTCH INF. HYUNDAI H1 2009|1.0000||0.0000|32.9600
DV000716|0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0|2.0000||0.0000|44.1400
DV000717|0K6Z2-11SH0-SEO|JGO. CONCHA BANCADA PREGIO 0.10(0.2|1.0000||0.0000|14.7400
DV000718|24321-3E000-SE|CADENA LEVA HYUNDAI SANTA FE 2.7|1.0000||0.0000|24.8300
DV000719|22231-37100|JGO. TAQUETES GETZ 1.6|1.0000||0.0000|64.1500
DV000720|KITPISRIO-020|KIT PISTON Y ANILLO KIA RIO 1.5 0.2|2.0000||0.0000|89.9700
DV000720|KITPISRIO-040|KIT PISTON Y ANILLO KIA RIO 1.5 0.4|1.0000||0.0000|95.9700
DV000721|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000721|HDK-174-KP|KIT DE EMBRAGUE GETZ 1.6 KP|1.0000||0.0000|63.7500
DV000722|HDK-174-KP|KIT DE EMBRAGUE GETZ 1.6 KP|1.0000||0.0000|63.7500
DV000723|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000724|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|3.0000||0.0000|63.4900
DV000725|35301-1C000-SE|REGULADOR GASOLINA HYUNDAI GETZ 1.6|1.0000||0.0000|9.5500
DV000710|58129-44010|DISCO FRENO HYUNDAI H100 25CM 94 EN|2.0000||0.0000|40.3400
DV000726|21020-02541|JGO. CONCHA BANCADA ACC/GETZ STD|3.0000||0.0000|15.1700
DV000727|23040-23972-STT|JGO. ANILLO TUCSON STD TIK R2H82040|3.0000||0.0000|19.8700
DV000728|0K30A-18-891-K|SENSOR POSICION CIGUENAL KIA RIO PM|1.0000||0.0000|26.1800
DV000729|25100-26550-PMC|BOMBA AGUA HYUNDAI GETZ 1.6 PMC|1.0000||0.0000|22.0000
DV000730|23120-02570|ENGRANAJE CIGUE¥AL KIA PICANTO CUAD|1.0000||0.0000|8.8600
DV000731|57100-2E100|BOMBA DIRECCION KIA SPORTAGE 2.7|1.0000||0.0000|149.3900
DV000732|41710-39001-PMC|BOMBIN CLUTCH INF. HYUNDAI TUCSON /|1.0000||0.0000|13.7800
DV000733|82620-2D000AX|MANILLA INT. RH ELANTRA SEONG|1.0000||0.0000|9.0600
DV000734|57100-4A650|BOMBA DIRECCION HYUNDAI H1 07|1.0000||0.0000|140.0400
DV000735|0K30E-12420A-SE|ARBOL LEVA ADM. KIA RIO STYLUS 1.5|1.0000||0.0000|70.5900
DV000736|25100-3C120-SEO|BOMBA AGUA HYUNDAI SONATA 3.3 / SED|1.0000||0.0000|54.7700
DV000737|24350-23800-SEO|ENGRANAJE CVVT TUCSON|1.0000||0.0000|72.1700
DV000738|24350-23800-SEO|ENGRANAJE CVVT TUCSON|1.0000||0.0000|72.1700
DV000739|39180-23910-SE|SENSOR POSICION CIGUENAL TUCSON APL|1.0000||0.0000|13.2700
DV000740|56820-3K510|TERMINAL RH HYUNDAI SONATA 3.3 3K01|1.0000||0.0000|22.0100
DV000741|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|2.0000||0.0000|95.0000
DV000742|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|21.6400
DV000743|51750-4A910-SEO|MOZO TRASERO/DELANTERO HYUNDAI SANT|1.0000||0.0000|67.2000
DV000744|43119-39011|ESTOPERA CAJA TUCSON/SPT/ELAN 41X61|4.0000||0.0000|5.5000
DV000745|24350-23800-K|ENGRANAJE CVVT TUCSON|2.0000||0.0000|95.4500
DV000746|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|26.4600
DV000747|0K241-20660-SEO|VALVULA IAC KIA RIO 1.5 SEONG 0K247|1.0000||0.0000|18.2500
DV000748|KITPISSOR8-030|KIT PISTON Y ANILLO SORENTO 3.8 0.3|1.0000||0.0000|225.8000
DV000749|57100-2E100|BOMBA DIRECCION KIA SPORTAGE 2.7|1.0000||0.0000|149.3900
DV000750|31110-07150-SEO|BOMBA GASOLINA KIA PICANTO SEONG|1.0000||0.0000|63.3500
DV000751|21310-38062-SE|BOMBA ACEITE HYUNDAI H1 07 SEONG|1.0000||0.0000|90.1300
DV000752|22311-3E100/150|SET EMPACADURA CAMARA SANTA FE 2009|1.0000||0.0000|12.0000
DV000753|20910-23C21-SE|JGO. EMPACADURA HYUNDAI TUCSON SEON|1.0000||0.0000|21.7100
DV000754|24350-23800-K|ENGRANAJE CVVT TUCSON|1.0000||0.0000|95.4500
DV000755|23040-26101-STD|JGO. ANILLO GETZ 1.6/ELAN 1.6 STD 2|1.0000||0.0000|20.2700
DV000756|23040-26101-STD|JGO. ANILLO GETZ 1.6/ELAN 1.6 STD 2|2.0000||0.0000|20.2700
DV000757|54551-1C000|BUJE PEQ. MESETA INF. DEL. HYUNDAI|20.0000||0.0000|4.5000
DV000758|39310-3C100-SEO|SENSOR POSICION CIGUENAL SONATA/SOR|1.0000||0.0000|12.0000
DV000759|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|1.0000||0.0000|15.5800
DV000759|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|3.0000||0.0000|11.5000
DV000760|0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0|1.0000||0.0000|40.1300
DV000761|21020-22960-025|JGO. CONCHA BANCADA ACC/GETZ 0.10 (|1.0000||0.0000|11.5100
DV000762|KITPISSON-030|KIT PISTON Y ANILLO SONATA 3.3 0.30|1.0000||0.0000|196.3500
DV000763|54830-2B200|BIELETA DEL. LH HYUNDAI SANTA FE 20|1.0000||0.0000|13.5000
DV000764|54840-2B200|BIELETA DEL. RH HYUNDAI SANTA FE 20|1.0000||0.0000|13.5000
DV000765|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|2.0000||0.0000|95.0000
DV000766|0K72B-13850E-SE|FILTRO GASOIL PREGIO C/TRAMPA BOMBI|1.0000||0.0000|25.8800
DV000767|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|20.0500
DV000768|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|23.8500
DV000769|94460-22020-SEO|FLOTANTE GASOLINA ACCENT SEONG|1.0000||0.0000|16.6300
DV000770|0K72A-33-047|RODAMIENTO DEL. INT PREGIO *14585/2|3.0000||0.0000|19.0200
DV000771|35301-38220-SEO|REGULADOR GASOLINA HYUNDAI H1 07 SE|2.0000||0.0000|16.9800
DV000772|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|11.5000
DV000773|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|21.0000
DV000774|HDK-110-KP|KIT DE EMBRAGUE TUCSON KP|1.0000||0.0000|79.9000
DV000775|23041-3C502-050|JGO. PISTON SONATA 3.3 0.20(050) TI|1.0000||0.0000|155.0000
DV000776|41430-22652|HORQUILLA CLUTCH ACCENT|1.0000||0.0000|10.5900
DV000777|0K3Y0-11SA0-030|JGO. PISTON KIA RIO 1.5 0.75(030) T|1.0000||0.0000|75.0000
DV000778|20910-2EU07-SEO|JGO. EMPACADURA TUCSON 15-18 SEONG|6.0000||0.0000|36.7600
DV000779|56820-22000-K|TERMINAL ACCENT PMC|4.0000||0.0000|9.5000
DV000780|28164-37200|SENSOR MAF SPORTAGE 2.7/ SANTA FE G|1.0000||0.0000|59.3400
DV000781|24350-23800-K|ENGRANAJE CVVT TUCSON|1.0000||0.0000|95.4500
DV000782|54430-3F600|MUNON SUP. SONATA 3.3|2.0000||0.0000|15.4700
DV000782|54503-38A01-PMC|MUNON ACC/ELANTRA/GETZ PMC 22A00|3.0000||0.0000|7.9600
DV000783|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|91.9200
DV000784|57100-4H200-SE|BOMBA DIRECCION H1 09 SEONG|1.0000||0.0000|131.5400
DV000785|546102E000-DHM|BASE AMORT. DEL. RH/LH HYUNDAI TUCS|1.0000||0.0000|18.9000
DV000786|57100-4H200-SE|BOMBA DIRECCION H1 09 SEONG|1.0000||0.0000|131.5400
DV000788|KITSPORT020|KIT PISTON Y ANILLO SPORTAGE 2.7 0.|1.0000||0.0000|123.0600
DV000789|50310-3E102|RODAMIENTO DEL. SORENTO 3.8|2.0000||0.0000|25.0000
DV000790|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|11.5000
DV000791|23060-23901|JGO. CONCHA BIELA TUCSON 0.10 23921|2.0000||0.0000|11.3600
DV000792|25100-38450-SEO|BOMBA AGUA HYUNDAI H1 07 SEONG|1.0000||0.0000|38.6400
DV000793|57100-2E000-SE|BOMBA DIRECCION HYUNDAI TUCSON SEON|1.0000||0.0000|91.2700
DV000787|0K30F39050A-KP|BASE MOTOR RH KIA RIO STYLUS 1 SEON|10.0000||0.0000|23.7900
DV000794|25380-1C160|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|86.6100
DV000795|28164-3C100|SENSOR MAF SONATA 3.3/STA FE 2.7/OP|1.0000||0.0000|65.0000
DV000796|39250-3E110|SENSOR DETONACION RH SANTA FE 2.7|1.0000||0.0000|23.3900
DV000797|24350-3C100|ENGRANAJE CVVT SONATA 3.3/ SORENTO|1.0000||0.0000|148.1200
DV000798|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|91.9200
DV000799|24411-3E000-SE|TENSOR CADENA LEVA SANTA FE 2.7 SEO|1.0000||0.0000|26.7700
DV000800|39220-38010|VALVULA TEMPERATURA KIA PICANTO|1.0000||0.0000|8.0800
DV000801|39310-02200-OEM|SENSOR POSICION CIGUENAL PICANTO|1.0000||0.0000|10.6000
DV000802|45956-28010-SEO|SENSOR PARE NEUTRO GETZ/ELANT 1.6 S|1.0000||0.0000|31.2000
DV000803|92101-1F511|FARO LH KIA SPORTAGE 2.7 2005 / 200|1.0000||0.0000|108.1600
DV000803|92102-1F011|FARO RH KIA SPORTAGE 2.7 2005 / 200|1.0000||0.0000|108.1600
DV000804|86811-1C000-SEO|CARTER GUARDAFANGO DEL. LH HYUNDAI|1.0000||0.0000|12.0000
DV000804|86812-1C000-SEO|CARTER GUARDAFANGO DEL. RH HYUNDAI|1.0000||0.0000|12.0000
DV000805|41610-2E005-SEO|BOMBA CLUTCH SUP. HYUNDAI TUCSON SE|1.0000||0.0000|17.7400
DV000806|41610-2E005-SEO|BOMBA CLUTCH SUP. HYUNDAI TUCSON SE|1.0000||0.0000|17.7400
DV000807|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|16.8000
DV000808|25600-02566|TOMA AGUA LARGA PICANTO CON TERMOST|1.0000||0.0000|15.0000
DV000809|KITTUC030|KIT PISTON Y ANILLO TUCSON 0.30 (0.|1.0000||0.0000|57.8800
DV000810|25100-3C120-SEO|BOMBA AGUA HYUNDAI SONATA 3.3 / SED|2.0000||0.0000|51.8900
DV000811|25215-4Z020|CORREA ALTERNADOR PREGIO|1.0000||0.0000|13.8200
DV000812|41700-4A101-SE|BOMBIN CLUTCH INF. HYUNDAI H1 2007|3.0000||0.0000|19.5500
DV000812|39220-38030|SENSOR TEMPERATURA H1/SPORTAGE|1.0000||0.0000|6.4000
DV000813|KITPISGETZ-020|KIT PISTON Y ANILLO ELANTRA/GETZ 0.|10.0000||0.0000|95.9700
DV000814|51712-FD200|DISCO FRENO RIO STYLUS|1.0000||0.0000|43.7500
DV000815|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|3.0000||0.0000|95.0000
DV000816|HDK-110-KP|KIT DE EMBRAGUE TUCSON KP|1.0000||0.0000|95.0600
DV000817|23121-26000-SEO|ENGRANAJE CIGUENAL ACCENT 20 DIENTE|5.0000||0.0000|9.7800
DV000818|31110-1C000-SEO|BOMBA GASOLINA HYUNDAI GETZ SEONG|4.0000||0.0000|63.3500
DV000819|25620-23501-SEO|CARCAZA TERMOSTATO TUCSON INF.LARGA|1.0000||0.0000|17.8200
DV000820|94460-1C000|FLOTANTE GASOLINA GETZ|1.0000||0.0000|14.5500
DV000821|97133-2B010-SEO|FILTRO A/A SANTA FE 2007 / SONATA 3|5.0000||0.0000|3.9000
DV000822|23060-22960-STD|JGO. CONCHA BIELA ACC/GETZ STD SEON|2.0000||0.0000|7.1300
DV000823|27501-23B70-SE|JGO. CABLE BUJIA HYUNDAI TUCSON SEO|1.0000||0.0000|13.9000
DV000824|25500-37200-SE|TERMOSTATO SPORTAGE 2.7 / SANTA FE|1.0000||0.0000|9.3900
DV000825|0K60E-41920-SEO|BOMBIN CLUTCH INF. KIA PREGIO 3.0 S|1.0000||0.0000|9.4100
DV000826|41610-2E005-K|BOMBA CLUTCH SUP. HYUNDAI TUCSON|1.0000||0.0000|29.8200
DV000827|57100-2E100|BOMBA DIRECCION KIA SPORTAGE 2.7|1.0000||0.0000|149.3900
DV000827|54584-38010|BUJE GRANDE MESETA INF. DEL. HYUNDA|4.0000||0.0000|7.7400
DV000828|KITSPORT020|KIT PISTON Y ANILLO SPORTAGE 2.7 0.|2.0000||0.0000|142.1300
DV000829|0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0|2.0000||0.0000|44.1400
DV000830|25100-23022-DHM|BOMBA AGUA HYUNDAI TUCSON SEONG|1.0000||0.0000|23.5000
DV000831|25100-23022-DHM|BOMBA AGUA HYUNDAI TUCSON SEONG|2.0000||0.0000|23.5000
DV000832|93110-4F000-SE|CONMUTADOR ENCENDIDO KIA RIO 1.5 SE|1.0000||0.0000|11.5300
DV000833|23121-26000-SEO|ENGRANAJE CIGUENAL ACCENT 20 DIENTE|5.0000||0.0000|9.7800
DV000833|23121-23000|ENGRANAJE CIGUENAL TUCSON/ELAN/SPOR|3.0000||0.0000|17.3300
DV000834|41430-23200-SEO|HORQUILLA EMBRAGUE ELANTRA 1.6 GETZ|4.0000||0.0000|10.0000
DV000835|57100-2B301-REM|BOMBA DIRECCION HYUNDAI SANTA FE 2.|1.0000||0.0000|103.7100
DV000836|25611-26100-SE|CARCAZA TERMOSTATO GETZ SUP. CORTA|1.0000||0.0000|12.1200
DV000837|273012B000|BOBINA ENCENDIDO KIA CERATO 1.6 PMC|2.0000||0.0000|28.7100
DV000838|58510-2B300-SE|BOMBA FRENO HYUNDAI SANTA FE 06-09|1.0000||0.0000|50.0000
DV000839|24321-26060-OEM|CADENA LEVA HYUNDAI GETZ SEONG|1.0000||0.0000|7.9800
DV000839|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|11.5000
DV000839|39310-38060-SE|SENSOR POSICION CIGUENAL H1 07 CORR|1.0000||0.0000|18.5200
DV000840|KITGTZ020|KIT PISTON Y ANILLO GETZ 1.6 0.20 (|1.0000||0.0000|72.3500
DV000841|23121-26000-SEO|ENGRANAJE CIGUENAL ACCENT 24 DIENTE|2.0000||0.0000|9.7800
DV000842|41430-22652-SE|HORQUILLA CLUTCH ACCENT SEONG|2.0000||0.0000|9.1300
DV000843|93810-3K000|SENSOR LUZ STOP T/A TUC/GTZ/ELAN/SP|4.0000||0.0000|12.2200
DV000844|25100-23022-DHM|BOMBA AGUA HYUNDAI TUCSON SEONG|2.0000||0.0000|23.5000
DV000845|0S08941400-X2|BOMBA CLUTCH SUP. KIA PREGIO 3.0 ZE|1.0000||0.0000|17.2500
DV000846|31911-3E700|FILTRO GASOLINA KIA SORENTO|1.0000||0.0000|15.9000
DV000847|21310-3E003-SE|BOMBA ACEITE HYUNDAI SANTA FE 2.7 0|1.0000||0.0000|66.8300
DV000848|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|23.8500
DV000849|24350-3C100-SE|ENGRANAJE CVVT SONATA 3.3/SOREN/SED|1.0000||0.0000|83.8200
DV000850|23121-26000-SEO|ENGRANAJE CIGUENAL ACCENT 24 DIENTE|10.0000||0.0000|9.7800
DV000851|25100-22032-SEO|BOMBA AGUA HYUNDAI TUCSON SEONG|1.0000||0.0000|22.5900
DV000852|0K72A-43400-K|BOMBA FRENO KIA PREGIO 3.0 / 0K72B-|1.0000||0.0000|69.5000
DV000853|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|23.8500
DV000854|93490-2E000-SEO|CABLE ESPIRAL HYUNDAI TUCSON SEONG|1.0000||0.0000|13.9000
DV000855|27300-3F100-K|BOBINA ENCENDIDO HYUNDAI H1 09 PMC|2.0000||0.0000|28.0000
DV000855|27300-3F100-PME|BOBINA ENCENDIDO HYUNDAI H1 09 PMC-|2.0000||0.0000|23.2000
DV000856|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|1.0000||0.0000|95.0000
DV000857|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|1.0000||0.0000|95.0000
DV000858|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|23.8500
DV000858|0K60E-41920-SEO|BOMBIN CLUTCH INF. KIA PREGIO 3.0 S|2.0000||0.0000|9.4100
DV000858|KITCORRH1-SEONG|KIT TIEMPO H1 07 SEONG (6 PIEZAS)|1.0000||0.0000|106.4800
DV000859|30180-10100-SE|TAPA BOMBA GASOLINA ELANTRA SEONG|1.0000||0.0000|11.3100
DV000860|35150-25700-SEO|VALVULA IAC CARENS OPTIMA DE CADENA|1.0000||0.0000|25.7800
DV000861|54551-4H000|BUJE PEQ. MESETA INF. DEL. HYUNDAI|2.0000||0.0000|7.0200
DV000862|24312-2X000-BA|CORREA TIEMPO KIA RIO BANDO (220 S8|1.0000||0.0000|19.0000
DV000862|54830-FD000|BIELETA DEL. RH KIA RIO STYLUS KORE|1.0000||0.0000|9.9300
DV000863|23120-35500-SEO|ENGRANAJE CIGUENAL SPORTAGE 2.7 STA|2.0000||0.0000|17.3300
DV000864|KITCORRH1-SEONG|KIT TIEMPO H1 07 SEONG (6 PIEZAS)|1.0000||0.0000|106.4800
DV000865|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|1.0000||0.0000|52.0000
DV000866|23040-26101-05T|JGO. ANILLO GETZ 1.6/ELAN 1.6 0.20|1.0000||0.0000|23.7700
DV000867|23510-23700-SEO|BRAZO BIELA HYUNDAI TUCSON SEONG|1.0000||0.0000|28.1200
DV000868|0K52Y-20-490-SE|FILTRO GASOLINA SEDONA 3.5|2.0000||0.0000|6.7800
DV000869|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|22.6600
DV000869|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|2.0000||0.0000|11.8800
DV000870|58510-2E100-SE|BOMBA FRENO KIA SPORTAGE 2.7 SEONG|1.0000||0.0000|39.4300
DV000871|0K30C-11210-SEO|BRAZO BIELA KIA RIO 1.5 SEONG|1.0000||0.0000|28.5800
DV000872|28164-3C100|SENSOR MAF SONATA 3.3/STA FE 2.7/OP|1.0000||0.0000|52.0000
DV000872|41600-4A030|BOMBA CLUTCH SUP. HYUNDAI H1 07|1.0000||0.0000|19.8400
DV000873|21020-22960-STD|JGO. CONCHA BANCADA ACC/GETZ STD (2|1.0000||0.0000|10.5000
DV000874|37370-4Z210|REGULADOR ALTERNADOR KIA PREGIO 3.0|1.0000||0.0000|24.4300
DV000875|25435-22050|TUBO DE AGUA ENFRIAMIENTO ACCENT PE|1.0000||0.0000|10.0000
DV000875|21020-22960-025|JGO. CONCHA BANCADA HYUNDAI ACC/GET|2.0000||0.0000|13.3000
DV000875|25100-23010-PMC|BOMBA AGUA HYUNDAI TUCSON PMC|1.0000||0.0000|34.4900
DV000875|86811-22000-SEO|CARTER GUARDAFANGO LH DELANTERO HYU|2.0000||0.0000|9.5000
DV000876|97730-2D000-SE|ELECTROVENTILADOR A/A ELANTRA SEONG|1.0000||0.0000|49.9000
DV000876|25380-1C360-A|ELECTROVENTILADOR HYUNDAI GETZ 1.6|1.0000||0.0000|91.9200
DV000877|KSR62-10270|JGO. EMPACADURA KIA CERATO 1.6 CADE|1.0000||0.0000|45.4500
DV000878|41430-22652|HORQUILLA CLUTCH ACCENT|1.0000||0.0000|10.5900
DV000879|58510-2E100-SE|BOMBA FRENO KIA SPORTAGE 2.7 SEONG|1.0000||0.0000|36.7200
DV000880|0K72B-46500|GUAYA SELECTORA KIA PREGIO LARGA|2.0000||0.0000|27.0100
DV000881|0K60E-41920-SEO|BOMBIN CLUTCH INF. KIA PREGIO 3.0 S|1.0000||0.0000|9.4100
DV000882|0K3Y-11XBX|JGO. PISTON KIA RIO 1.5 0.20(0.50)|1.0000||0.0000|41.5400
DV000883|25460-3E700|TUBO AGUA SANTA FE 06-09/ OPTIMA 2.|1.0000||0.0000|16.0000
DV000884|24410-23770-DHM|TENSOR CADENA HYUNDAI TUCSON SEONG|1.0000||0.0000|22.8000
DV000885|39310-02200|SENSOR POSICION CIGUENAL KIA PICANT|1.0000||0.0000|12.0000
DV000885|42700-39055-SE|SENSOR PARE NEUTRO HYUNDAI TUCSON S|1.0000||0.0000|28.5000
DV000886|21310-3E003-SE|BOMBA  ACEITE HYUNDAI SANTA FE 2.7|1.0000||0.0000|49.6000
DV000887|58510-2E100-SE|BOMBA FRENO KIA SPORTAGE 2.7 SEONG|1.0000||0.0000|41.5000
DV000888|23060-22720|JGO. CONCHA BIELA HYUNDAI ACC/GETZ|1.0000||0.0000|10.0000
DV000889|94460-22020-SEO|FLOTANTE GASOLINA HYUNDAI ACCENT SE|1.0000||0.0000|16.6300
DV000890|0K60C-23570-SEO|FILTRO GASOIL KIA PREGIO 3.0 SEONG|1.0000||0.0000|7.9000
DV000891|0K72B-46500|GUAYA SELECTORA KIA PREGIO LARGA|1.0000||0.0000|27.0100
DV000892|23410-3E011-050|JGO. PISTON KIA SPORTAGE 2.7 0.50|1.0000||0.0000|142.1300
DV000893|KITPISRIO-040|KIT PISTON Y ANILLO KIA RIO 1.5 0.4|1.0000||0.0000|95.9700
DV000894|KITPISRIO-030|KIT PISTON Y ANILLO KIA RIO 1.5 0.3|1.0000||0.0000|95.9700
DV000895|24321-3E000-SE|CADENA LEVA HYUNDAI SANTA FE 2.7 SE|4.0000||0.0000|24.8300
DV000896|57100-4H200-SE|BOMBA DIRECCION HYUNDAI H1 09 SEONG|1.0000||0.0000|113.8900
DV000897|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|28.5000
DV000898|41610-2E005-SEO|BOMBA CLUTCH SUP. HYUNDAI TUCSON SE|1.0000||0.0000|22.1700
DV000899|25430-4E010|RESERVORIO AGUA KIA PREGIO|2.0000||0.0000|19.2700
DV000900|23110-23780-SE|CIGUENAL HYUNDAI TUCSON SEONG|2.0000||0.0000|150.0000
DV000901|0K60C-23-570-SE|FILTRO GASOIL KIA PREGIO 3.0/H100 C|12.0000||0.0000|12.5500
DV000902|0S08941400-X2|BOMBA CLUTCH SUP. KIA PREGIO 3.0 ZE|2.0000||0.0000|17.2500
DV000903|23121-23000|ENGRANAJE CIGUENAL TUCSON/ELAN/SPOR|1.0000||0.0000|17.3300
